,Olfactory tubercle,Pons,Nucleus accumbens,Pons motor related,Subthalamic nucleus,Dorsal auditory area,Primary somatosensory area mouth,Perirhinal area,Lateral preoptic area,Central medial nucleus of the thalamus,Entorhinal area medial part,Medial septal nucleus,Ectorhinal area,Lateral hypothalamic area,Basolateral amygdalar nucleus,Anteroventral preoptic nucleus,Central amygdalar nucleus,Agranular insular area,Diagonal band nucleus,Supplemental somatosensory area,Piriform area,Ventral auditory area,Orbital area lateral part,Intercalated amygdalar nucleus,Primary auditory area,Substantia innominata,Lateral septal complex,Posterior hypothalamic nucleus,Anterior hypothalamic nucleus,Bed nuclei of the stria terminalis,Orbital area ventrolateral part,Gustatory areas,Taenia tecta,Zona incerta,Subiculum,Dorsal peduncular area,Primary visual area,Visceral area,Midbrain reticular nucleus,Infralimbic area,Temporal association areas,posteromedial visual area,Medial geniculate complex,Ventral tegmental area,Tuberal nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Suprachiasmatic nucleus,Anteroventral periventricular nucleus,Culmen,Endopiriform nucleus,Entorhinal area lateral part,Lateral visual area,Anterolateral visual area,Caudoputamen,Pedunculopontine nucleus,Agranular insular area ventral part,Periaqueductal gray,Dorsal part of the lateral geniculate complex,Retrosplenial area dorsal part,Frontal pole cerebral cortex,Primary somatosensory area upper limb,Anterior amygdalar area,Field CA1,Medial habenula,Presubiculum,Subparaventricular zone,Anteroventral nucleus of thalamus,Piriform-amygdalar area,Ventral medial nucleus of the thalamus,Inferior colliculus,Claustrum,Primary motor area,Anterodorsal nucleus,Mediodorsal nucleus of thalamus,Fundus of striatum,Magnocellular nucleus,Medial preoptic area,Postsubiculum,Paraventricular nucleus of the thalamus,Anterior cingulate area dorsal part,Medial preoptic nucleus,Reticular nucleus of the thalamus,Prelimbic area,Dorsomedial nucleus of the hypothalamus,Cortical amygdalar area,Secondary motor area,Field CA3,Field CA2,Interpeduncular nucleus,Ventrolateral preoptic nucleus,Globus pallidus external segment,Periventricular zone,Orbital area medial part,Primary somatosensory area lower limb,Agranular insular area posterior part,Parasubiculum,Lateral posterior nucleus of the thalamus,Primary somatosensory area trunk,Substantia nigra compact part,Cortical amygdalar area posterior part,Ventromedial hypothalamic nucleus,Central lateral nucleus of the thalamus,Parataenial nucleus,Periventricular hypothalamic nucleus posterior part,Median preoptic nucleus,Dentate gyrus,Anterior cingulate area ventral part,Posterior amygdalar nucleus,Lateral amygdalar nucleus,Retrosplenial area ventral part,Posterior complex of the thalamus,Lateral dorsal nucleus of thalamus,Substantia nigra reticular part,Ventral anterior-lateral complex of the thalamus,Olivary pretectal nucleus,Paraventricular hypothalamic nucleus,Precommissural nucleus,Lateral habenula,Superior colliculus motor related,Medial pretectal area,Medial amygdalar nucleus,Superior colliculus sensory related
Agranular insular area,0.923022973,0.662152157,0.964627588,0.517312902,0.285709613,0.189765387,0.549474922,0.904340326,0.960854731,0.475804155,0.0755542403,0.975776619,0.806059338,0.459881241,-0.224942024,0.210822449,-0.000243181349,1,0.459093057,0.440691227,0.276717516,0.310931186,0.721563027,-0.246761759,-0.378311097,0.457157221,0.563659828,0.0821024498,0.566709776,0.686475933,0.496089505,0.377736644,0.769311343,0.236589387,0.453190659,0.650083499,0.736983226,0.649047422,0.481583189,0.616095222,0.59692808,0.562775617,0.94625533,0.488122263,-0.373911909,-0.587404839,-0.116017372,-0.812577115,0.208354578,-0.447693604,-0.145458322,0.158572455,0.708257104,0.708080166,0.652756441,0.322684474,0.666910473,-0.0319581983,0.438216414,0.648415975,0.4812966,0.399843974,-0.0280166676,0.710965677,-0.972198596,0.907465607,0.178885705,0.286565366,0.478784778,0.52822529,0.678985703,0.134934927,0.640917966,0.48283691,0.657654271,0.418596676,-0.175291403,0.463868482,-0.770593105,-0.388027887,0.778636106,0.121847519,0.274792624,0.96896426,0.531295304,0.380616489,0.694721342,0.698728455,0.661186558,0.820855667,0.143809345,0.154936625,-0.0200335055,0.340151896,0.419552299,0.609559152,0.32945864,0.765317228,0.60796328,0.51481603,-0.491633402,0.222600221,0.272099583,0.309384185,-0.282282514,-0.181914554,0.666689404,0.891615331,-0.594746474,-0.595005264,-0.523917491,0.857215991,0.80733377,0.0994649762,0.656434058,-0.839263925,0.878822648,-0.394375246,-0.289125519,0.159847953,-0.793955625,0.441345554,-0.363677287
Diagonal band nucleus,0.397419846,-0.157895033,0.335375474,-0.496335168,0.681426377,0.95933645,0.971860803,0.704827823,0.614049659,0.384320088,-0.8435017,0.539891333,0.735811014,0.395191206,-0.928368379,0.962163193,-0.885751614,0.459093057,1,0.976944841,-0.238376601,0.970440333,0.755899853,-0.97223005,0.648400154,-0.163302446,-0.052612493,0.433604497,0.444608797,0.342650281,0.777623093,-0.0067027589,0.886080167,0.682767717,0.791908573,0.972696785,0.923568542,0.969325373,-0.227799812,0.980648159,0.98675361,0.988393974,0.500949152,0.660621228,-0.916661158,-0.94595108,0.829098669,0.141845071,0.631902037,-0.154278317,-0.856589966,-0.626876801,0.206186647,0.9430955,0.760338208,-0.628906811,0.0907070592,-0.775281871,0.813589222,0.936815134,0.906067,0.932244862,-0.0320869184,0.85450377,-0.647566487,0.32478393,0.795370032,0.809579387,0.391875866,0.527368073,-0.221944664,0.10964948,0.976068227,0.963767033,0.603758292,-0.341150569,0.0881395797,0.971676576,0.169347513,-0.52703647,0.377340108,0.872596784,0.655781573,0.656124533,0.460646403,0.0294774724,0.911009499,0.866724145,0.876870223,0.83288592,0.863443006,0.485068661,-0.30833659,0.990298238,0.91443314,0.925426291,-0.563414567,0.868837023,0.911073277,-0.343922306,-0.987238776,0.34925942,0.789445138,0.669340172,0.618634949,0.618452206,0.893469626,0.592107565,0.178533802,-0.938537211,0.0706331802,0.772307656,0.788141976,-0.0290565621,0.706796265,-0.372927724,0.777612646,-0.667833961,0.366810919,-0.645592817,-0.816443963,-0.060374854,-0.963659107
Supplemental somatosensory area,0.462748072,-0.276648882,0.269653029,-0.540004954,0.821967815,0.941415755,0.904733319,0.624071915,0.635221836,0.555835261,-0.856551218,0.561350708,0.623516276,0.567509379,-0.971805836,0.959713771,-0.852590508,0.440691227,0.976944841,1,-0.421959325,0.989473319,0.841605072,-0.937807348,0.645314746,0.00241319619,0.10232437,0.61491826,0.600846126,0.484477697,0.888207421,-0.2030339,0.908963184,0.822543304,0.644297579,0.956169302,0.931459224,0.963625206,-0.0756076988,0.943845042,0.96441628,0.94542312,0.415190943,0.797423198,-0.811487054,-0.981224594,0.81322658,0.134113153,0.782299716,-0.337330546,-0.931896115,-0.743863295,0.0475019953,0.944465439,0.857610438,-0.543310306,-0.0678677209,-0.650610789,0.91724128,0.966159117,0.973415933,0.98791588,0.181961189,0.911788452,-0.638605621,0.396647123,0.65756648,0.91529411,0.562538565,0.68008699,-0.314590381,-0.104765468,0.954567199,0.997214794,0.72948976,-0.193621231,0.294312784,0.999325639,0.121835935,-0.335583555,0.496406002,0.935087369,0.801837918,0.648769135,0.619917173,0.219309019,0.944981432,0.921884136,0.935696114,0.862748062,0.934921077,0.660380534,-0.101622944,0.979688297,0.979687896,0.834684716,-0.450815339,0.903587687,0.963410061,-0.224210394,-0.931403628,0.539908194,0.90126468,0.812367174,0.707956125,0.483960941,0.943712203,0.486277727,0.31397305,-0.853077568,-0.0911039629,0.811127086,0.841682685,0.181989056,0.815345412,-0.473656731,0.706676763,-0.808931548,0.528145389,-0.51466049,-0.864484067,0.11706621,-0.888466117
Piriform area,-0.0655370107,0.865770112,0.520101429,0.677248374,-0.81077741,-0.35830451,-0.00321519828,0.355346594,0.0146006539,-0.691592279,0.541151718,0.060053931,0.422950205,-0.707862715,0.575653057,-0.413362277,0.341726374,0.276717516,-0.238376601,-0.421959325,1,-0.460337639,-0.431934159,0.272471174,-0.506349526,-0.381537295,-0.349428568,-0.934771261,-0.621034719,-0.453707545,-0.646147973,0.972534001,-0.224806914,-0.830434009,0.378115435,-0.164509223,-0.198463015,-0.207241575,-0.280789324,-0.101498953,-0.172286784,-0.104495556,0.504289434,-0.693478744,-0.102585143,0.389152216,-0.433812648,-0.409690243,-0.858973009,0.627340628,0.702445014,0.884969908,0.853038212,-0.19540299,-0.51230813,0.134946856,0.896197096,-0.104556539,-0.663268663,-0.332701423,-0.545909361,-0.549025187,-0.866777053,-0.374064538,-0.124332925,-0.0600241052,0.213172619,-0.737591719,-0.690851054,-0.66854126,0.801512523,0.874515578,-0.150189891,-0.438255995,-0.541682556,-0.229060443,-0.9655587,-0.427421257,-0.24368906,-0.669952832,-0.338336549,-0.669485281,-0.824325965,0.111737131,-0.657918287,-0.617869241,-0.316862229,-0.377486889,-0.41472883,-0.201443484,-0.691289085,-0.905342173,-0.684611642,-0.33722167,-0.569607247,0.144899982,-0.00720842599,-0.265634977,-0.43061711,-0.0711149622,0.0834374641,-0.864293684,-0.758101896,-0.803761741,-0.823436344,0.132949752,-0.386248657,0.512402739,-0.914551973,-0.109802897,0.385256008,-0.188975579,-0.27983075,-0.79895117,-0.527745292,0.234085623,0.264725328,0.756938665,-0.98413233,-0.113755512,0.278678242,-0.491786115,0.0493759722
Ventral auditory area,0.331444922,-0.379894201,0.143215945,-0.650779716,0.803285951,0.975234438,0.887031498,0.533209291,0.517152197,0.483377995,-0.922074125,0.43600967,0.554333694,0.498239785,-0.990599285,0.988463464,-0.914108599,0.310931186,0.970440333,0.989473319,-0.460337639,1,0.763781982,-0.965210416,0.749063938,-0.101947634,-0.0107855988,0.608202289,0.519422509,0.378763085,0.845313225,-0.241171359,0.839373745,0.811988202,0.640073869,0.916206257,0.871327169,0.922318977,-0.18650205,0.912317422,0.934661537,0.923762647,0.304884231,0.745081902,-0.823142049,-0.943484999,0.887810248,0.275743505,0.771738337,-0.253085679,-0.955081422,-0.796333423,-0.0347635286,0.891057929,0.789829797,-0.646633546,-0.150965826,-0.710729229,0.886877442,0.918660477,0.946425802,0.977201087,0.158874236,0.845482749,-0.524474626,0.262358152,0.696783412,0.908962207,0.490192057,0.610692233,-0.427839211,-0.0938912657,0.916899776,0.977771793,0.647339098,-0.301138832,0.303814342,0.984158024,0.263206645,-0.329908753,0.380750032,0.964662863,0.78259695,0.535526516,0.544905085,0.136993268,0.887759848,0.858606707,0.878715875,0.78052637,0.959275518,0.645941967,-0.143091637,0.990314233,0.963482526,0.807057838,-0.5541968,0.832107507,0.918040269,-0.344159234,-0.922714175,0.50385954,0.895235896,0.788772028,0.783208061,0.569658863,0.887944926,0.393134843,0.405663187,-0.828028206,0.017558385,0.718013906,0.755914615,0.138829448,0.742142567,-0.350090989,0.623505044,-0.77171615,0.579537697,-0.598128249,-0.783377405,0.020558682,-0.901257094
Orbital area lateral part,0.843988064,-0.0410346422,0.520898978,-0.133632262,0.868482394,0.610235758,0.681043487,0.670421048,0.885106569,0.863078426,-0.483520655,0.850086667,0.565455229,0.863358815,-0.75381539,0.658690292,-0.437313803,0.721563027,0.755899853,0.841605072,-0.431934159,0.763781982,1,-0.607358234,0.181467415,0.521738822,0.613812885,0.718755379,0.907515792,0.874012594,0.958807275,-0.276863433,0.951955008,0.84301138,0.339486365,0.850428465,0.922457177,0.87337602,0.464638789,0.790522821,0.818498774,0.754001214,0.56098678,0.948367282,-0.472209874,-0.925308443,0.387091062,-0.340184889,0.824319553,-0.742407161,-0.747340032,-0.56028307,0.0998660315,0.904112206,0.99548873,-0.00407830064,0.0123905008,-0.173988594,0.934633606,0.936444866,0.924610809,0.871863806,0.470004105,0.98532736,-0.839487672,0.809350941,0.227975607,0.861651422,0.866954149,0.92822006,-0.00859424299,-0.372538062,0.836147763,0.879325953,0.973702284,0.356421822,0.448108582,0.860866561,-0.396699415,-0.0500802197,0.886616375,0.714801713,0.861085121,0.846623848,0.906334638,0.652363033,0.955357427,0.981352565,0.977171553,0.963070118,0.741515381,0.770846128,0.296118677,0.720270684,0.893821183,0.628504235,0.100782773,0.967806505,0.955327999,0.337390814,-0.687707118,0.761570555,0.857077048,0.879076243,0.428944673,-0.0467343909,0.969408779,0.539663817,0.125770608,-0.641285618,-0.599517558,0.966977631,0.98592042,0.528178066,0.992664697,-0.871174804,0.723100463,-0.915979558,0.448199566,0.0116104662,-0.982801974,0.601251933,-0.564843044
Intercalated amygdalar nucleus,-0.17395831,0.303906203,-0.136416927,0.656322985,-0.621422731,-0.995555901,-0.93217992,-0.556449495,-0.412378987,-0.241594577,0.928532305,-0.328185226,-0.624838999,-0.257192338,0.934167932,-0.988472172,0.969077811,-0.246761759,-0.97223005,-0.937807348,0.272471174,-0.965210416,-0.607358234,1,-0.799750192,0.344727556,0.24883435,-0.392698461,-0.288295928,-0.151689412,-0.680934553,0.0435875229,-0.755384485,-0.635681413,-0.786734705,-0.891784994,-0.808852233,-0.885072404,0.416649665,-0.915323546,-0.922392898,-0.93925093,-0.326533073,-0.548245056,0.92904321,0.862949328,-0.93218352,-0.363902349,-0.584573659,-0.00380898571,0.867005106,0.683307896,-0.0907354989,-0.839394006,-0.626217648,0.789769135,0.0237391748,0.869487625,-0.736814641,-0.839266524,-0.83706687,-0.889842969,0.0933551171,-0.725557619,0.45502365,-0.0972929588,-0.85766955,-0.770650851,-0.249273934,-0.388824772,0.385581107,-0.150076918,-0.899309335,-0.909560282,-0.446698015,0.521814537,-0.0769182951,-0.92476016,-0.395158866,0.530125613,-0.172655453,-0.894316107,-0.59475765,-0.464623229,-0.313789995,0.123839944,-0.798055267,-0.742572689,-0.762038443,-0.682457878,-0.876023025,-0.431620046,0.392222314,-0.988341639,-0.862569942,-0.873788774,0.728897615,-0.734091131,-0.81468355,0.540890734,0.960161157,-0.262557269,-0.750678625,-0.601514897,-0.714548326,-0.757451581,-0.781239312,-0.445377308,-0.303871497,0.890084481,-0.260263188,-0.604815047,-0.630199485,0.121777332,-0.563844012,0.157998005,-0.638761571,0.57872584,-0.421532445,0.780093802,0.665954681,0.232851413,0.973329693
Primary auditory area,-0.367325826,-0.744681553,-0.482555128,-0.965497161,0.482788905,0.836921015,0.536713734,-0.047088758,-0.178600729,0.0136067261,-0.946490083,-0.268732639,0.0657351163,0.0386645711,-0.781478278,0.823616611,-0.920502679,-0.378311097,0.648400154,0.645314746,-0.506349526,0.749063938,0.181467415,-0.799750192,1,-0.542666451,-0.519462135,0.402925635,-0.00296331152,-0.213462405,0.399832959,-0.35240507,0.269360879,0.526118652,0.422113051,0.457274101,0.334438493,0.455871268,-0.632413256,0.492343361,0.516754026,0.54533615,-0.296302734,0.287508509,-0.624953641,-0.488856899,0.962784111,0.842235403,0.498387186,0.201136852,-0.778170465,-0.803211702,-0.408654812,0.378801841,0.246269743,-0.922700821,-0.493803411,-0.767681159,0.486088019,0.426460004,0.541635584,0.637305037,0.0147862071,0.290219242,0.156744331,-0.42908764,0.661476325,0.611857306,0.0188464424,0.115933708,-0.822965356,-0.0253306121,0.468068132,0.596690337,0.0818868673,-0.697371565,0.265351375,0.620512416,0.830509685,-0.196420521,-0.258673617,0.813617904,0.465987503,-0.144863174,0.0444130327,-0.273247249,0.360442809,0.313200127,0.356318965,0.17054334,0.786298854,0.393656834,-0.28120292,0.741428304,0.602944847,0.434171871,-0.85707287,0.256128258,0.436806817,-0.785728574,-0.603523405,0.195773392,0.603909972,0.450205694,0.897287208,0.785823222,0.367962179,-0.156700229,0.710459865,-0.460905101,0.503503306,0.0772318036,0.13809895,-0.0914379576,0.18852194,0.317221737,0.0518210356,-0.375714342,0.648485786,-0.795679186,-0.178457047,-0.420382011,-0.686166072
Substantia innominata,0.735136429,0.0980375748,0.308196377,0.408057658,0.443682011,-0.319365318,-0.249652147,0.060542817,0.512047461,0.812875992,0.34720044,0.553727798,-0.137749776,0.800110842,0.0563344617,-0.248687463,0.480267782,0.457157221,-0.163302446,0.00241319619,-0.381537295,-0.101947634,0.521738822,0.344727556,-0.542666451,1,0.991262038,0.549156731,0.79692327,0.870350641,0.444148107,-0.450387396,0.272093733,0.405417839,-0.541010716,0.00746491252,0.178846001,0.0478847896,0.993767696,-0.0944219769,-0.0573514255,-0.158115447,0.154479553,0.582203202,0.491892217,-0.164123602,-0.476413778,-0.663283811,0.444981767,-0.928424996,-0.0333591753,-0.0634755285,-0.163335597,0.126437232,0.513555423,0.798480335,-0.145565677,0.749316639,0.362984878,0.189387183,0.222745134,0.111347271,0.779725245,0.369843102,-0.395798955,0.777501902,-0.701299746,0.264419927,0.80880248,0.723141663,0.231878376,-0.736492391,-0.018691483,0.0758918027,0.685012981,0.97775785,0.597455387,0.0378994849,-0.790775742,0.641214881,0.838149239,-0.0369977199,0.466573319,0.395936279,0.776412276,0.956194141,0.249748219,0.34839141,0.331077946,0.355906012,0.0153445774,0.558024078,0.870275185,-0.198161577,0.167784346,-0.274940322,0.876019043,0.319850392,0.255561431,0.945025373,0.255481414,0.717451112,0.284726526,0.474533423,-0.122773269,-0.87390443,0.296724254,0.004982598,0.00282862076,0.27117885,-0.995306475,0.439187117,0.45143094,0.858057122,0.579287412,-0.815630111,0.0490336748,-0.528450104,0.238962571,0.856130786,-0.41025151,0.990188384,0.408007844
Lateral septal complex,0.817576353,0.151812115,0.410943852,0.413746964,0.490883494,-0.231151225,-0.127417372,0.189447169,0.620827126,0.84561233,0.291195193,0.657911999,-0.00796637584,0.832432113,-0.0216247577,-0.161420052,0.40807011,0.563659828,-0.052612493,0.10232437,-0.349428568,-0.0107855988,0.613812885,0.24883435,-0.519462135,0.991262038,1,0.556824781,0.843031066,0.919474478,0.518126669,-0.391753155,0.387840357,0.449465658,-0.425360561,0.128157747,0.297712833,0.166426435,0.984144853,0.0279474264,0.0617165061,-0.0377963238,0.271788269,0.64241477,0.379483163,-0.26975026,-0.419400086,-0.707291247,0.48146898,-0.939985211,-0.0950714238,-0.079944759,-0.0722792922,0.245880941,0.599272207,0.758991466,-0.066057392,0.667802881,0.436849942,0.29953004,0.312653586,0.199582591,0.739277161,0.473393825,-0.512962601,0.852307339,-0.605939419,0.327189013,0.84245595,0.773413427,0.277593553,-0.682786438,0.102462373,0.17596252,0.754495557,0.9560614,0.557228664,0.138236288,-0.823113459,0.542570213,0.900068892,0.0264531577,0.510164639,0.513249672,0.820774476,0.952608123,0.360360243,0.452376237,0.432621042,0.470027127,0.0781041451,0.575590645,0.810846874,-0.0984935973,0.254421675,-0.148074096,0.837365399,0.432023755,0.357104041,0.934440988,0.137979852,0.726882093,0.343955743,0.522037886,-0.110778863,-0.817256805,0.401342142,0.128766032,-0.047565605,0.145220518,-0.99880495,0.549747981,0.557262781,0.827124985,0.659330255,-0.884487548,0.179995436,-0.582021468,0.219407157,0.796523091,-0.518217268,0.986121044,0.297827953
Posterior hypothalamic nucleus,0.40452746,-0.658416865,-0.183505247,-0.525120038,0.951350049,0.460283274,0.223479031,-0.025984096,0.341382478,0.888467396,-0.550979608,0.298052347,-0.129350588,0.899818026,-0.695014531,0.524326051,-0.374230078,0.0821024498,0.433604497,0.61491826,-0.934771261,0.608202289,0.718755379,-0.392698461,0.402925635,0.549156731,0.556824781,1,0.849817875,0.717774185,0.85938515,-0.864700786,0.526491579,0.954172373,-0.206771263,0.424677222,0.488995984,0.468083699,0.452689468,0.348178303,0.414213538,0.332582524,-0.169408496,0.902058293,-0.0512715838,-0.632364746,0.426097446,0.136600724,0.972127626,-0.806492615,-0.795125638,-0.868780567,-0.619415415,0.476138316,0.777012971,-0.0408807239,-0.68140133,0.0755417333,0.857419857,0.595779165,0.754649745,0.729703314,0.878930595,0.658206862,-0.233649409,0.391443777,-0.13448456,0.879915111,0.888961221,0.887141029,-0.588191593,-0.846975296,0.406823501,0.646218298,0.80476467,0.374302244,0.931360013,0.628590705,-0.0182007054,0.536386106,0.63289467,0.753358295,0.960715076,0.245659156,0.875562707,0.769729838,0.595232871,0.6577101,0.682914111,0.519353783,0.783271865,0.996935891,0.687482261,0.492699794,0.757336505,0.0914925727,0.109160391,0.566530033,0.681283397,0.24617063,-0.285751517,0.975171078,0.895314966,0.952211046,0.761606827,-0.184540416,0.656067169,-0.194673488,0.732896225,-0.122711443,-0.579054355,0.517829282,0.593845603,0.854522055,0.792746873,-0.547234035,0.0599209822,-0.934198482,0.917481745,0.15631023,-0.588673627,0.659440148,-0.204868192
